timestamp,value
1413032400,      -53
1413036000,      -83
1413039600,      -93
1413043200,     -108
1413046800,     -129
1413050400,     -168
1413054000,     -164
1413057600,     -166
1413061200,     -195
1413064800,     -215
1413068400,     -243
1413072000,     -236
1413075600,     -256
1413079200,     -266
1413082800,     -279
1413086400,     -300
1413090000,     -284
1413093600,     -321
1413097200,     -374
1413100800,     -342
1413104400,     -357
1413108000,     -369
1413111600,     -379
1413115200,     -371
1413118800,     -391
1413122400,     -409
1413126000,     -395
1413129600,     -419
1413133200,     -434
1413136800,     -424
1413140400,     -446
1413144000,     -464
1413147600,     -465
1413151200,     -467
1413154800,     -486
1413158400,     -480
1413162000,     -482
1413165600,     -495
1413169200,     -506
1413172800,     -499
1413176400,     -512
1413180000,     -530
1413183600,     -539
1413187200,     -538
1413190800,     -540
1413194400,     -551
1413198000,     -562
1413201600,     -563
1413205200,     -597
1413208800,     -583
1413212400,     -590
1413216000,     -591
1413219600,     -594
1413223200,     -608
1413226800,     -610
1413230400,     -607
1413234000,     -647
1413237600,     -626
1413241200,     -621
1413244800,     -529
1413248400,     -629
1413252000,     -630
1413255600,     -637
1413259200,     -649
1413262800,     -646
1413266400,     -636
1413270000,     -624
1413273600,     -637
1413277200,     -622
1413280800,     -620
1413284400,     -624
1413288000,     -613
1413291600,     -616
1413295200,     -600
1413298800,     -573
1413302400,     -592
1413306000,     -574
1413309600,     -571
1413313200,     -565
1413316800,     -569
1413320400,     -544
1413324000,     -517
1413327600,     -536
1413331200,     -516
1413334800,     -518
1413338400,     -472
1413342000,     -479
1413345600,     -452
1413349200,     -453
1413352800,     -437
1413356400,     -409
1413360000,     -436
1413363600,     -410
1413367200,     -387
1413370800,     -381
1413374400,     -402
1413378000,     -363
1413381600,     -344
1413385200,     -345
1413388800,     -336
1413392400,     -333
1413396000,     -310
1413399600,     -308
1413403200,     -291
1413406800,     -274
1413410400,     -273
1413414000,     -263
1413417600,     -252
1413421200,     -224
1413424800,     -223
1413428400,     -211
1413432000,     -196
1413435600,     -174
1413439200,     -164
1413442800,     -159
1413446400,     -117
1413450000,     -127
1413453600,     -105
1413457200,      -95
1413460800,      -81
1413464400,      -63
1413468000,      -52
1413471600,      -32
1413475200,      -15
1413478800,      -17
1413482400,       11
1413486000,       32
1413489600,       61
1413493200,       95
1413496800,       78
1413500400,       88
1413504000,      136
1413507600,      135
1413511200,      148
1413514800,      165
1413518400,      179
1413522000,      195
1413525600,      204
1413529200,      235
1413532800,      245
1413536400,      256
1413540000,      294
1413543600,      283
1413547200,      281
1413550800,      330
1413554400,      317
1413558000,      318
1413561600,      349
1413565200,      350
1413568800,      391
1413572400,      373
1413576000,      388
1413579600,      398
1413583200,      392
1413586800,      430
1413590400,      423
1413594000,      425
1413597600,      454
1413601200,      443
1413604800,      452
1413608400,      478
1413612000,      481
1413615600,      460
1413619200,      483
1413622800,      479
1413626400,      492
1413630000,      507
1413633600,      524
1413637200,      516
1413640800,      525
1413644400,      543
1413648000,      509
1413651600,      548
1413655200,      560
1413658800,      563
1413662400,      563
1413666000,      571
1413669600,      585
1413673200,      577
1413676800,      596
1413680400,      609
1413684000,      627
1413687600,      617
1413691200,      628
1413694800,      613
1413698400,      632
1413702000,      626
1413705600,      628
1413709200,      641
1413712800,      647
1413716400,      647
1413720000,      648
1413723600,      641
1413727200,      654
1413730800,      609
1413734400,      631
1413738000,      644
1413741600,      597
1413745200,      625
1413748800,      614
1413752400,      587
1413756000,      609
1413759600,      611
1413763200,      594
1413766800,      581
1413770400,      586
1413774000,      570
1413777600,      552
1413781200,      550
1413784800,      537
1413788400,      496
1413792000,      511
1413795600,      512
1413799200,      488
1413802800,      481
1413806400,      454
1413810000,      413
1413813600,      443
1413817200,      439
1413820800,      420
1413824400,      416
1413828000,      398
1413831600,      390
1413835200,      368
1413838800,      377
1413842400,      361
1413846000,      330
1413849600,      446
1413853200,      333
1413856800,      325
1413860400,      307
1413864000,      311
1413867600,      284
1413871200,      269
1413874800,      274
1413878400,      249
1413882000,      233
1413885600,      246
1413889200,      210
1413892800,      206
1413896400,      193
1413900000,      167
1413903600,      162
1413907200,      162
1413910800,      125
1413914400,      112
1413918000,       95
1413921600,       85
1413925200,       68
1413928800,       35
1413932400,       44
1413936000,       18
1413939600,       -9
1413943200,       -6
1413946800,      -29
1413950400,      -69
1413954000,      -49
1413957600,      -86
1413961200,     -148
1413964800,     -116
1413968400,     -130
1413972000,     -145
1413975600,     -166
1413979200,     -191
1413982800,     -201
1413986400,     -215
1413990000,     -217
1413993600,     -237
1413997200,     -251
1414000800,     -251
1414004400,     -283
1414008000,     -281
1414011600,     -310
1414015200,     -320
1414018800,     -334
1414022400,     -329
1414026000,     -352
1414029600,     -367
1414033200,     -377
1414036800,     -366
1414040400,     -422
1414044000,     -407
1414047600,     -427
1414051200,     -433
1414054800,     -431
1414058400,     -414
1414062000,     -440
1414065600,     -453
1414069200,     -448
1414072800,     -468
1414076400,     -481
1414080000,     -483
1414083600,     -489
1414087200,     -503
1414090800,     -506
1414094400,     -510
1414098000,     -510
1414101600,     -523
1414105200,     -516
1414108800,     -561
1414112400,     -543
1414116000,     -544
1414119600,     -556
1414123200,     -577
1414126800,     -573
1414130400,     -573
1414134000,     -579
1414137600,     -598
1414141200,     -588
1414144800,     -623
1414148400,     -615
1414152000,     -652
1414155600,     -643
1414159200,     -625
1414162800,     -614
1414166400,     -639
1414170000,     -642
1414173600,     -636
1414177200,     -645
1414180800,     -649
1414184400,     -642
1414188000,     -630
1414191600,     -652
1414195200,     -635
1414198800,     -624
1414202400,     -606
1414206000,     -618
1414209600,     -641
1414213200,     -601
1414216800,     -608
1414220400,     -580
1414224000,     -564
1414227600,     -566
1414231200,     -577
1414234800,     -565
1414238400,     -556
1414242000,     -517
1414245600,     -529
1414249200,     -523
1414252800,     -492
1414256400,     -495
1414260000,     -491
1414263600,     -476
1414267200,     -457
1414270800,     -452
1414274400,     -435
1414278000,     -429
1414281600,     -418
1414285200,     -403
1414288800,     -392
1414292400,     -387
1414296000,     -371
1414299600,     -361
1414303200,     -356
1414306800,     -347
1414310400,     -308
1414314000,     -331
1414317600,     -326
1414321200,     -310
1414324800,     -288
1414328400,     -280
1414332000,     -270
1414335600,     -248
1414339200,     -246
1414342800,     -258
1414346400,     -231
1414350000,     -208
1414353600,     -161
1414357200,     -123
1414360800,     -163
1414364400,     -158
1414368000,     -132
1414371600,     -125
1414375200,     -112
1414378800,      -88
1414382400,      -68
1414386000,      -61
1414389600,      -48
1414393200,      -26
1414396800,       -9
1414400400,       -8
1414404000,       46
1414407600,       37
1414411200,       79
1414414800,       70
1414418400,       84
1414422000,       90
1414425600,      121
1414429200,      134
1414432800,      143
1414436400,      167
1414440000,      171
1414443600,      201
1414447200,      212
1414450800,      243
1414454400,      227
1414458000,      259
1414461600,      294
1414465200,      294
1414468800,      296
1414472400,      343
1414476000,      322
1414479600,      320
1414483200,      344
1414486800,      355
1414490400,      366
1414494000,      372
1414497600,      379
1414501200,      367
1414504800,      403
1414508400,      444
1414512000,      405
1414515600,      433
1414519200,      475
1414522800,      448
1414526400,      453
1414530000,      460
1414533600,      483
1414537200,      464
1414540800,      482
1414544400,      488
1414548000,      461
1414551600,      502
1414555200,      535
1414558800,      514
1414562400,      530
1414566000,      545
1414569600,      536
1414573200,      545
1414576800,      552
1414580400,      559
1414584000,      557
1414587600,      576
1414591200,      591
1414594800,      578
1414598400,      593
1414602000,      589
1414605600,      610
1414609200,      614
1414612800,      618
1414616400,      625
1414620000,      630
1414623600,      659
1414627200,      619
1414630800,      640
1414634400,      653
1414638000,      646
1414641600,      657
1414645200,      606
1414648800,      639
1414652400,      575
1414656000,      640
1414659600,      639
1414663200,      638
1414666800,      624
1414670400,      615
1414674000,      547
1414677600,      599
1414681200,      607
1414684800,      589
1414688400,      583
1414692000,      581
1414695600,      562
1414699200,      559
1414702800,      526
1414706400,      535
1414710000,      544
1414713600,      524
1414717200,      503
1414720800,      518
1414724400,      487
1414728000,      463
1414731600,      455
1414735200,      440
1414738800,      433
1414742400,      422
1414746000,      384
1414749600,      389
1414753200,      389
1414756800,      402
1414760400,      387
1414764000,      351
1414767600,      347
1414771200,      335
1414774800,      325
1414778400,      316
1414782000,      303
1414785600,      309
1414789200,      283
1414792800,      271
1414796400,      274
1414800000,      248
1414803600,      251
1414807200,      223
1414810800,      210
1414814400,      192
1414818000,      202
1414821600,      166
1414825200,      147
1414828800,      147
1414832400,      125
1414836000,      108
1414839600,       95
1414843200,       80
1414846800,       43
1414850400,       47
1414854000,       27
1414857600,       14
1414861200,        3
1414864800,      -14
1414868400,      -41
1414872000,      -50
1414875600,      -52
1414879200,      -86
1414882800,     -110
1414886400,     -122
1414890000,     -133
1414893600,     -160
1414897200,     -170
1414900800,     -186
1414904400,     -192
1414908000,     -211
1414911600,     -229
1414915200,     -275
1414918800,     -261
1414922400,     -221
1414926000,     -282
1414929600,     -308
1414933200,     -313
1414936800,     -319
1414940400,     -335
1414944000,     -345
1414947600,     -352
1414951200,     -364
1414954800,     -379
1414958400,     -384
1414962000,     -416
1414965600,     -403
1414969200,     -382
1414972800,     -422
1414976400,     -430
1414980000,     -441
1414983600,     -452
1414987200,     -466
1414990800,     -462
1414994400,     -459
1414998000,     -496
1415001600,     -489
1415005200,     -476
1415008800,     -545
1415012400,     -508
1415016000,     -513
1415019600,     -525
1415023200,     -521
1415026800,     -515
1415030400,     -540
1415034000,     -556
1415037600,     -546
1415041200,     -556
1415044800,     -563
1415048400,     -566
1415052000,     -573
1415055600,     -591
1415059200,     -596
1415062800,     -598
1415066400,     -610
1415070000,     -619
1415073600,     -613
1415077200,     -622
1415080800,     -628
1415084400,     -625
1415088000,     -639
1415091600,     -646
1415095200,     -632
1415098800,     -643
1415102400,     -656
1415106000,     -635
1415109600,     -639
1415113200,     -630
1415116800,     -638
1415120400,     -629
1415124000,     -622
1415127600,     -622
1415131200,     -611
1415134800,     -609
1415138400,     -601
1415142000,     -589
1415145600,     -586
1415149200,     -583
1415152800,     -563
1415156400,     -556
1415160000,     -534
1415163600,     -538
1415167200,     -530
1415170800,     -546
1415174400,     -501
1415178000,     -495
1415181600,     -489
1415185200,     -474
1415188800,     -458
1415192400,     -444
1415196000,     -451
1415199600,     -422
1415203200,     -416
1415206800,     -427
1415210400,     -401
1415214000,     -387
1415217600,     -395
1415221200,     -372
1415224800,     -360
1415228400,     -375
1415232000,     -331
1415235600,     -319
1415239200,     -321
1415242800,     -298
1415246400,     -283
1415250000,     -265
1415253600,     -265
1415257200,     -269
1415260800,     -243
1415264400,     -233
1415268000,     -200
1415271600,     -208
1415275200,     -213
1415278800,     -182
1415282400,     -158
1415286000,     -164
1415289600,     -137
1415293200,     -112
1415296800,     -108
1415300400,      -90
1415304000,      -65
1415307600,      -44
1415311200,      -40
1415314800,      -39
1415318400,      -12
1415322000,        6
1415325600,       46
1415329200,       44
1415332800,       53
1415336400,       78
1415340000,       94
1415343600,      107
1415347200,      121
1415350800,      146
1415354400,      134
1415358000,      165
1415361600,      381
1415365200,      362
1415368800,      146
1415372400,       73
1415376000,       38
1415379600,       25
1415383200,      -16
1415386800,      -43
1415390400,      -87
1415394000,     -115
1415397600,     -142
1415401200,     -177
1415404800,     -201
1415408400,     -155
1415412000,     -215
1415415600,     -201
1415419200,     -160
1415422800,     -203
1415426400,     -173
1415430000,     -137
1415433600,     -157
1415437200,     -151
1415440800,     -105
1415444400,     -146
1415448000,     -158
1415451600,     -158
1415455200,     -171
1415458800,     -181
1415462400,     -177
1415466000,     -162
1415469600,     -194
1415473200,     -164
1415476800,     -137
1415480400,     -147
1415484000,     -155
1415487600,     -140
1415491200,     -146
1415494800,      -64
1415498400,      -73
1415502000,      -70
1415505600,      -50
1415509200,       -8
1415512800,       34
1415516400,       84
1415520000,      143
1415523600,      161
1415527200,      232
1415530800,      252
1415534400,      304
1415538000,      353
1415541600,      398
1415545200,      477
1415548800,      518
1415552400,      574
1415556000,      646
1415559600,      682
1415563200,      744
1415566800,      840
1415570400,      847
1415574000,      947
1415577600,     1007
1415581200,     1027
1415584800,     1086
1415588400,     1144
1415592000,     1208
1415595600,     1258
1415599200,     1314
1415602800,     1373
1415606400,     1437
1415610000,     1493
1415613600,     1559
1415617200,     1614
1415620800,     1611
1415624400,     1759
1415628000,     1777
1415631600,     1822
1415635200,     1896
1415638800,     1946
1415642400,     1989
1415646000,     2053
1415649600,     2133
1415653200,     2171
1415656800,     2234
1415660400,     2318
1415664000,     2359
1415667600,     2416
1415671200,     2476
1415674800,     2542
1415678400,     2577
1415682000,     2684
1415685600,     2742
1415689200,     2796
1415692800,     2780
1415696400,     2937
1415700000,     2972
1415703600,     3070
1415707200,     3128
1415710800,     3216
1415714400,     3266
1415718000,     3357
1415721600,     3383
1415725200,     3459
1415728800,     3502
1415732400,     3584
1415736000,     3640
1415739600,     3719
1415743200,     3766
1415746800,     3818
1415750400,     3867
1415754000,     3923
1415757600,     3970
1415761200,     4017
1415764800,     4078
1415768400,     4087
1415772000,     4151
1415775600,     4206
1415779200,     4201
1415782800,     4263
1415786400,     4316
1415790000,     4327
1415793600,     4351
1415797200,     4380
1415800800,     4406
1415804400,     4407
1415808000,     4439
1415811600,     4451
1415815200,     4492
1415818800,     4488
1415822400,     4531
1415826000,     4518
1415829600,     4524
1415833200,     4506
1415836800,     4536
1415840400,     4546
1415844000,     4526
1415847600,     4553
1415851200,     4557
1415854800,     4559
1415858400,     4565
1415862000,     4561
1415865600,     4563
1415869200,     4565
1415872800,     4518
1415876400,     4554
1415880000,     4566
1415883600,     4537
1415887200,     4527
1415890800,     4522
1415894400,     4469
1415898000,     4497
1415901600,     4478
1415905200,     4480
1415908800,     4433
1415912400,     4414
1415916000,     4400
1415919600,     4361
1415923200,     4369
1415926800,     4312
1415930400,     4309
1415934000,     4249
1415937600,     4206
1415941200,     4162
1415944800,     4125
1415948400,     4087
1415952000,     4032
1415955600,     3982
1415959200,     3929
1415962800,     3872
1415966400,     3816
1415970000,     3761
1415973600,     3684
1415977200,     3623
1415980800,     3536
1415984400,     3475
1415988000,     3396
1415991600,     3334
1415995200,     3266
1415998800,     3181
1416002400,     3094
1416006000,     3034
1416009600,     2939
1416013200,     2833
1416016800,     2726
1416020400,     2689
1416024000,     2599
1416027600,     2562
1416031200,     2438
1416034800,     2309
1416038400,     2276
1416042000,     2181
1416045600,     2127
1416049200,     2007
1416052800,     1936
1416056400,     1846
1416060000,     1760
1416063600,     1678
1416067200,     1594
1416070800,     1506
1416074400,     1428
1416078000,     1353
1416081600,     1285
1416085200,     1192
1416088800,     1113
1416092400,     1019
1416096000,      963
1416099600,      874
1416103200,      788
1416106800,      708
1416110400,      629
1416114000,      557
1416117600,      479
1416121200,      395
1416124800,      293
1416128400,      246
1416132000,      161
1416135600,       86
1416139200,       -6
1416142800,      -55
1416146400,     -157
1416150000,     -221
1416153600,     -323
1416157200,     -406
1416160800,     -464
1416164400,     -573
1416168000,     -667
1416171600,     -792
1416175200,     -816
1416178800,     -895
1416182400,     -991
1416186000,    -1054
1416189600,    -1136
1416193200,    -1213
1416196800,    -1287
1416200400,    -1359
1416204000,    -1425
1416207600,    -1500
1416211200,    -1568
1416214800,    -1621
1416218400,    -1685
1416222000,    -1762
1416225600,    -1822
1416229200,    -1968
1416232800,    -1939
1416236400,    -1952
1416240000,    -2046
1416243600,    -2089
1416247200,    -2120
1416250800,    -2177
1416254400,    -2221
1416258000,    -2262
1416261600,    -2301
1416265200,    -2343
1416268800,    -2365
1416272400,    -2390
1416276000,    -2422
1416279600,    -2450
1416283200,    -2478
1416286800,    -2496
1416290400,    -2529
1416294000,    -2535
1416297600,    -2590
1416301200,    -2581
1416304800,    -2605
1416308400,    -2618
1416312000,    -2632
1416315600,    -2663
1416319200,    -2662
1416322800,    -2681
1416326400,    -2690
1416330000,    -2705
1416333600,    -2719
1416337200,    -2723
1416340800,    -2721
1416344400,    -2735
1416348000,    -2736
1416351600,    -2734
1416355200,    -2738
1416358800,    -2740
1416362400,    -2740
1416366000,    -2729
1416369600,    -2726
1416373200,    -2714
1416376800,    -2706
1416380400,    -2744
1416384000,    -2674
1416387600,    -2660
1416391200,    -2676
1416394800,    -2620
1416398400,    -2585
1416402000,    -2562
1416405600,    -2534
1416409200,    -2492
1416412800,    -2463
1416416400,    -2428
1416420000,    -2389
1416423600,    -2341
1416427200,    -2316
1416430800,    -2218
1416434400,    -2203
1416438000,    -2137
1416441600,    -2087
1416445200,    -2030
1416448800,    -1979
1416452400,    -1910
1416456000,    -1840
1416459600,    -1786
1416463200,    -1724
1416466800,    -1655
1416470400,    -1578
1416474000,    -1516
1416477600,    -1465
1416481200,    -1372
1416484800,    -1316
1416488400,    -1216
1416492000,    -1167
1416495600,    -1091
1416499200,    -1003
1416502800,     -953
1416506400,     -867
1416510000,     -810
1416513600,     -725
1416517200,     -663
1416520800,     -593
1416524400,     -515
1416528000,     -460
1416531600,     -372
1416535200,     -291
1416538800,     -251
1416542400,     -170
1416546000,     -113
1416549600,      -35
1416553200,       25
1416556800,      105
1416560400,      164
1416564000,      241
1416567600,      313
1416571200,      388
1416574800,      433
1416578400,      521
1416582000,      626
1416585600,      653
1416589200,      747
1416592800,      898
1416596400,      892
1416600000,      961
1416603600,     1037
1416607200,     1137
1416610800,     1185
1416614400,     1272
1416618000,     1352
1416621600,     1409
1416625200,     1502
1416628800,     1582
1416632400,     1661
1416636000,     1738
1416639600,     1854
1416643200,     1875
1416646800,     1961
1416650400,     2033
1416654000,     2105
1416657600,     2164
1416661200,     2233
1416664800,     2313
1416668400,     2373
1416672000,     2426
1416675600,     2489
1416679200,     2559
1416682800,     2605
1416686400,     2677
1416690000,     2709
1416693600,     2767
1416697200,     2827
1416700800,     2853
1416704400,     2903
1416708000,     2937
1416711600,     2973
1416715200,     3015
1416718800,     3048
1416722400,     3083
1416726000,     3098
1416729600,     3133
1416733200,     3158
1416736800,     3166
1416740400,     3208
1416744000,     3222
1416747600,     3242
1416751200,     3260
1416754800,     3287
1416758400,     3295
1416762000,     3308
1416765600,     3309
1416769200,     3331
1416772800,     3350
1416776400,     3343
1416780000,     3365
1416783600,     3325
1416787200,     3438
1416790800,     3389
1416794400,     3319
1416798000,     3390
1416801600,     3392
1416805200,     3391
1416808800,     3379
1416812400,     3391
1416816000,     3377
1416819600,     3349
1416823200,     3366
1416826800,     3343
1416830400,     3316
1416834000,     3300
1416837600,     3291
1416841200,     3262
1416844800,     3275
1416848400,     3225
1416852000,     3191
1416855600,     3168
1416859200,     3140
1416862800,     3095
1416866400,     3049
1416870000,     3033
1416873600,     2976
1416877200,     2912
1416880800,     2860
1416884400,     2818
1416888000,     2773
1416891600,     2688
1416895200,     2634
1416898800,     2552
1416902400,     2509
1416906000,     2440
1416909600,     2366
1416913200,     2295
1416916800,     2227
1416920400,     2160
1416924000,     2078
1416927600,     2019
1416931200,     1921
1416934800,     1837
1416938400,     1752
1416942000,     1677
1416945600,     1599
1416949200,     1519
1416952800,     1425
1416956400,     1344
1416960000,     1264
1416963600,     1183
1416967200,     1103
1416970800,     1020
1416974400,      936
1416978000,      821
1416981600,      774
1416985200,      711
1416988800,      633
1416992400,      536
1416996000,      427
1416999600,      382
1417003200,      307
1417006800,      233
1417010400,      162
1417014000,       96
1417017600,       15
1417021200,      -48
1417024800,     -118
1417028400,     -191
1417032000,     -277
1417035600,     -335
1417039200,     -388
1417042800,     -413
1417046400,     -559
1417050000,     -607
1417053600,     -656
1417057200,     -739
1417060800,     -812
1417064400,     -877
1417068000,     -943
1417071600,    -1029
1417075200,    -1100
1417078800,    -1177
1417082400,    -1265
1417086000,    -1326
1417089600,    -1389
1417093200,    -1472
1417096800,    -1541
1417100400,    -1592
1417104000,    -1700
1417107600,    -1762
1417111200,    -1851
1417114800,    -1898
1417118400,    -1977
1417122000,    -2039
1417125600,    -2106
1417129200,    -2169
1417132800,    -2234
1417136400,    -2293
1417140000,    -2363
1417143600,    -2413
1417147200,    -2448
1417150800,    -2521
1417154400,    -2567
1417158000,    -2608
1417161600,    -2671
1417165200,    -2703
1417168800,    -2747
1417172400,    -2786
1417176000,    -2818
1417179600,    -2859
1417183200,    -2882
1417186800,    -2957
1417190400,    -2964
1417194000,    -2975
